,id,tags,light,point,nearby,region,scheme,address,weather,category,datetime,severity,dead_count,injured_count,parent_region,road_conditions,victim_counts,victim_categories,geometry,victim_role,victim_gender,victim_violations,victim_health_status,vehicle_year,vehicle_brand,vehicle_color,vehicle_model,vehicle_category,guilty_role,guilty_gender,guilty_violations,guilty_health_status,guilty_years_of_driving_experience,season,month,day_of_week,time_of_day,hijri,hijri_month_name,in_first_three_days_of_shawwal,vehicle_year_bin_eq_width,guilty_driving_experience_bin
1361,2449081,ДТП,Светлое время суток,"{lat: 43.306335, long: 44.906323}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог) ",Карабулак,430.0,"г Карабулак, ул Осканова, 27",Ясно,Столкновение,2017-02-13 17:00:00,Тяжёлый,0,1,Республика Ингушетия,"Отсутствие, плохая различимость горизонтальной разметки проезжей части, Заснеженное",3,Автомобиль,POINT (44.906323 43.306335),,,,,2014.0,ВАЗ,Белый,Granta (Гранта),B — маленькие автомобили,Водитель,Мужской,"Нарушение правил расположения ТС на проезжей части, Превышение установленной скорости движения, Несоблюдение требований ОСАГО",Стационарный раненый,6.0,Winter,2,Monday,evening,1438-05-16,Jumada Al-Awwal,0,2010-2014,6-10
1362,2449100,ДТП,Светлое время суток,"{lat: 43.304764, long: 44.896403}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток равнозначных улиц (дорог) ",Карабулак,130.0,"г Карабулак, ул Осканова, 78",Ясно,Столкновение,2017-04-01 18:30:00,Легкий,0,2,Республика Ингушетия,Сухое,3,Автомобиль,POINT (44.896403 43.304764),,,,,2012.0,ВАЗ,Белый,Granta (Гранта),B — маленькие автомобили,Водитель,Мужской,"Неправильный выбор дистанции, Управление ТС лицом, не имеющим права на управление ТС, Другие нарушения ПДД водителем, Несоблюдение требований ОСАГО",Не пострадал,,Spring,4,Saturday,evening,1438-07-04,Rajab,0,2010-2014,
1363,2449120,ДТП,"В темное время суток, без освещения","{lat: 43.296515, long: 44.868307}", АЗС ,Карабулак,210.0,"г Карабулак, ул Осканова",Дождь,Столкновение,2016-11-16 21:30:00,С погибшими,1,4,Республика Ингушетия,"Неудовлетворительное состояние разделительной полосы, Мокрое, Неудовлетворительное состояние обочин, Отсутствие освещения",6,Общ. транспорт,POINT (44.868307 43.296515),,,,,2002.0,ВАЗ,Иные цвета," Жигули  ВАЗ-2108, 09 и модификации                       ",B — маленькие автомобили,Пассажир,Женский,Uknown,Стационарный раненый,,Fall,11,Wednesday,night,1438-02-16,Safar,0,2000-2004,
1364,2449136,ДТП с Детьми,Светлое время суток,"{lat: 43.305061, long: 44.898012}"," Жилые дома индивидуальной застройки, Крупный торговый объект (являющийся объектом массового тяготения пешеходов и (или) транспорта), Регулируемый перекресток, Регулируемый пешеходный переход ",Карабулак,500.0,"г Карабулак, ул Осканова, б н",Ясно,Наезд на велосипедиста,2018-07-31 18:00:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Дети,POINT (44.898012 43.305061),,,,,2003.0,ВАЗ,Серый," Жигули  ВАЗ-2108, 09 и модификации                       ",B — маленькие автомобили,Водитель,Мужской,Нарушение требований дорожных знаков,Не пострадал,44.0,Summer,7,Tuesday,evening,1439-11-18,Dhu Al-Qadah,0,2000-2004,31+
1365,2449142,ДТП,Светлое время суток,"{lat: 43.306263, long: 44.916444}"," Многоквартирные жилые дома, Выезд с прилегающей территории, Крупный торговый объект (являющийся объектом массового тяготения пешеходов и (или) транспорта), Регулируемый перекрёсток, Регулируемый пешеходный переход ",Карабулак,210.0,"г Карабулак, ул Джабагиева, 77",Ясно,Столкновение,2018-07-23 19:00:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Автомобиль,POINT (44.916444 43.306263),,,,,2015.0,ВАЗ,Белый,Granta (Гранта),B — маленькие автомобили,Велосипедист,Мужской,"Выезд на полосу встречного движения с разворотом, поворотом налево или объездом препятствия, Управление велосипедом, не оснащённым светоотражающими элементами",Стационарный раненый,,Summer,7,Monday,evening,1439-11-10,Dhu Al-Qadah,0,2015-2019,
1366,2449146,ДТП,Светлое время суток,"{lat: 43.301712, long: 44.920574}"," Выезд с прилегающей территории, Административные здания, АЗС ",Карабулак,600.0,"мкр 1-й, ул Промысловая, 0",Ясно,Наезд на препятствие,2018-07-14 17:40:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Автомобиль,POINT (44.920574 43.301712),,,,,2011.0,ВАЗ,Серый,ВАЗ 2114 и модификации,B — маленькие автомобили,Водитель,Мужской,"Выезд на полосу встречного движения, Управление ТС в состоянии алкогольного опьянения, Несоблюдение требований ОСАГО",Стационарный раненый,2.0,Summer,7,Saturday,evening,1439-11-01,Dhu Al-Qadah,0,2010-2014,0-5
1367,2449197,ДТП,Светлое время суток,"{lat: 43.303539, long: 44.898591}"," Жилые дома индивидуальной застройки, Регулируемый перекресток, Регулируемый пешеходный переход ",Карабулак,710.0,"г Карабулак, ул Джабагиева, 75",Ясно,Наезд на пешехода,2018-06-06 18:20:00,Тяжёлый,0,1,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Неправильное применение, плохая видимость дорожных знаков",2,Пешеходы,POINT (44.898591 43.303539),Пешеход,Женский,,Стационарный раненый,2003.0,AUDI,Черный,А6,C — среднеразмерные автомобили,Водитель,Мужской,"Превышение установленной скорости движения, Несоблюдение требований ОСАГО",Не пострадал,1.0,Spring,6,Wednesday,evening,1439-09-22,Ramadan,0,2000-2004,0-5
1368,2449265,ДТП,Светлое время суток,"{lat: None, long: None}", Жилые дома индивидуальной застройки ,Карабулак,610.0,"г Карабулак, ул Осканова, 47",Ясно,Наезд на препятствие,2015-07-30 17:50:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Автомобиль,,,,,,1995.0,ВАЗ,Иные цвета," Жигули  ВАЗ-2108, 09 и модификации                       ",B — маленькие автомобили,Водитель,Мужской,Превышение установленной скорости движения,Не пострадал,6.0,Summer,7,Thursday,evening,1436-10-14,Shawwal,0,1995-1999,6-10
1369,2449313,ДТП с Детьми,"В темное время суток, освещение включено","{lat: 43.305576, long: 44.900801}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток ",Карабулак,70.0,"г Карабулак, ул Осканова, 82",Ясно,Столкновение,2019-08-31 23:30:00,Тяжёлый,0,4,Республика Ингушетия,Сухое,6,Дети,POINT (44.900801 43.305576),,,,,2009.0,MERCEDES,Белый,E-класс,D — полноразмерные автомобили,Водитель,Мужской,Несоблюдение требований ОСАГО,Стационарный раненый,18.0,Summer,8,Saturday,night,1441-01-01,Muharram,0,2005-2009,16-20
1370,2449418,ДТП,Светлое время суток,"{lat: 43.299494, long: 44.874505}"," Производственное предприятие, Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог) ",Карабулак,210.0,"г Карабулак, ул Осканова, б н",Ясно,Столкновение,2019-10-18 17:25:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,3,Автомобиль,POINT (44.874505 43.299494),,,,,2006.0,ВАЗ,Многоцветный,"ВАЗ 2111, 21110 (универсал), 21113, 21114",C — среднеразмерные автомобили,Водитель,Мужской,"Превышение установленной скорости движения, Светопропускание стекол менее нормативного, Несоблюдение требований ОСАГО",Не пострадал,7.0,Fall,10,Friday,evening,1441-02-19,Safar,0,2005-2009,6-10
1371,2449393,ДТП,Светлое время суток,"{lat: 43.307465, long: 44.897186}", Жилые дома индивидуальной застройки ,Карабулак,200.0,"мкр 1-й, ул Кирова, 54",Ясно,Столкновение,2017-03-04 09:50:00,Тяжёлый,0,2,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",3,Автомобиль,POINT (44.897186 43.307465),,,,,1989.0,КАМАЗ,Иные цвета,Прочие модели КАМАЗ,M — минивэны и коммерческие автомобили,Пассажир,Мужской,Uknown,Стационарный раненый,,Winter,3,Saturday,morning,1438-06-05,Jumada Al-Thani,0,1985-1989,
1372,2517441,ДТП,"В темное время суток, освещение включено","{lat: 43.307068, long: 44.919534}"," Регулируемый перекрёсток, Регулируемый пешеходный переход, Территориальное подразделение МВД России (либо его структурное подразделение) ",Карабулак,,"мкр 1-й, ул Промысловая, 1",Ясно,Наезд на велосипедиста,2020-11-21 20:35:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Двухколесный транспорт,POINT (44.919534 43.307068),,,,,,,Иные цвета,,Велосипеды,Водитель,Мужской,"Управление ТС лицом, не имеющим права на управление ТС, Несоблюдение требований ОСАГО",Не пострадал,,Fall,11,Saturday,evening,1442-04-06,Rabi Al-Thani,0,Unknown,
1373,2449457,ДТП с Детьми,Светлое время суток,"{lat: 43.337654, long: 44.904187}",Uknown,Карабулак,200.0,"г Карабулак, ул Промысловая",Ясно,Столкновение,2016-07-10 14:00:00,С погибшими,6,4,Республика Ингушетия,Сухое,10,Дети,POINT (44.904187 43.337654),,,,,2005.0,ВАЗ,Белый,ВАЗ 2130 и модификации,B — маленькие автомобили,Водитель,Мужской,"Превышение установленной скорости движения, Управление ТС в состоянии алкогольного опьянения, Несоблюдение требований ОСАГО",Амбулаторный раненый,32.0,Summer,7,Sunday,day,1437-10-05,Shawwal,0,2005-2009,31+
1374,2449456,ДТП с Детьми,Сумерки,"{lat: 43.305474, long: 44.899648}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог) ",Карабулак,,"г Карабулак, ул Осканова, 38",Ясно,Наезд на пешехода,2016-07-16 19:30:00,Тяжёлый,0,1,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",2,Дети,POINT (44.899648 43.305474),Пешеход,Мужской,,Стационарный раненый,1989.0,FAW,Красный,City Golf,B — маленькие автомобили,Водитель,Мужской,"Превышение установленной скорости движения, Несоблюдение требований ОСАГО",Скончался,5.0,Summer,7,Saturday,evening,1437-10-11,Shawwal,0,1985-1989,6-10
1375,2449459,ДТП с Детьми,Светлое время суток,"{lat: 43.311627, long: 44.918509}"," Мост, Жилые дома индивидуальной застройки, Регулируемый перекрёсток ",Карабулак,860.0,"г Карабулак, ул Промысловая, 27-А",Ясно,Наезд на пешехода,2016-07-06 18:25:00,Легкий,0,1,Республика Ингушетия,Сухое,2,Дети,POINT (44.918509 43.311627),Пешеход,Мужской,Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка),Амбулаторный раненый,2012.0,ВАЗ,Белый,Granta (Гранта),B — маленькие автомобили,Водитель,Мужской,"Нарушение требований сигналов светофора, Управление ТС в состоянии алкогольного опьянения, Светопропускание стекол менее нормативного, Несоблюдение требований ОСАГО",Не пострадал,8.0,Summer,7,Wednesday,evening,1437-10-01,Shawwal,1,2010-2014,6-10
1376,2448753,ДТП,"В темное время суток, освещение включено","{lat: 43.303882, long: 44.920135}"," Многоквартирные жилые дома, Мост, эстакада, путепровод, Административные здания ",Карабулак,200.0,"мкр 1-й, ул Промысловая, б н",Пасмурно,Наезд на препятствие,2018-11-30 20:25:00,С погибшими,1,3,Республика Ингушетия,"Отсутствие, плохая различимость горизонтальной разметки проезжей части, Недостатки зимнего содержания, Гололедица",4,Автомобиль,POINT (44.920135 43.303882),,,,,2010.0,ГАЗ,Серый,"3221  Газель , 32217, 32213, 32212, 322172, 322132, 322133 и модификации",B — маленькие автомобили,Водитель,Мужской,"Превышение установленной скорости движения, Выезд на полосу встречного движения, Управление ТС лицом, не имеющим права на управление ТС, Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель), Управление ТС лицом, находящимся в состоянии алкогольного опьянения и не имеющим права управления ТС либо лишенным права управления ТС",Стационарный раненый,,Fall,11,Friday,evening,1440-03-22,Rabi Al-Awwal,0,2010-2014,
1377,2448860,ДТП с Детьми,"В темное время суток, освещение включено","{lat: 43.30746, long: 44.912786}"," Жилые дома индивидуальной застройки, Нерегулируемый пешеходный переход, Регулируемый пешеходный переход ",Карабулак,820.0,"г Карабулак, ул Осканова, 17",Ясно,Наезд на пешехода,2017-11-30 18:25:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Дети,POINT (44.912786 43.30746),Пешеход,Мужской,Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода,Стационарный раненый,2013.0,ВАЗ,Серый,Granta (Гранта),B — маленькие автомобили,Водитель,Мужской,Превышение установленной скорости движения,Амбулаторный раненый,9.0,Fall,11,Thursday,evening,1439-03-12,Rabi Al-Awwal,0,2010-2014,6-10
1378,2448863,ДТП с Детьми,"В темное время суток, без освещения","{lat: 43.299752, long: 44.877111}"," Жилые дома индивидуальной застройки, АЗС, Остановка общественного транспорта ",Карабулак,210.0,"мкр 2-й, ул Осканова",Ясно,Столкновение,2017-11-15 19:20:00,Тяжёлый,0,2,Республика Ингушетия,"Сухое, Отсутствие освещения",5,Дети,POINT (44.877111 43.299752),,,,,2006.0,ВАЗ,Черный,"ВАЗ 2110, 21101, 21102, 21103, 21108",B — маленькие автомобили,Водитель,,Оставление места ДТП,Не пострадал,,Fall,11,Wednesday,evening,1439-02-26,Safar,0,2005-2009,
1379,2449466,ДТП,"В темное время суток, освещение включено","{lat: 43.304038, long: 44.920092}"," Мост, эстакада, путепровод, Административные здания ",Карабулак,210.0,"мкр 1-й, ул Промысловая, б н",Ясно,Столкновение,2020-07-26 00:50:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,3,Автомобиль,POINT (44.920092 43.304038),,,,,2003.0,ВАЗ,Иные цвета," Жигули  ВАЗ-2108, 09 и модификации                       ",B — маленькие автомобили,Водитель,Мужской,"Несоответствие скорости конкретным условиям движения, Несоблюдение требований ОСАГО",Не пострадал,2.0,Summer,7,Sunday,night,1441-12-05,Dhu Al-Hijjah,0,2000-2004,0-5
1380,2448886,ДТП,Светлое время суток,"{lat: 43.300913, long: 44.881371}"," Жилые дома индивидуальной застройки, Остановка общественного транспорта ",Карабулак,910.0,"г Карабулак, ул Осканова, 41",Ясно,Наезд на стоящее ТС,2017-08-05 15:15:00,Легкий,0,1,Республика Ингушетия,Сухое,1,Автомобиль,POINT (44.881371 43.300913),,,,,1996.0,ВАЗ,Зеленый, Жигули  ВАЗ-2106 модификации,B — маленькие автомобили,Водитель,Мужской,"Разворот в местах, где разворот запрещён, Несоблюдение требований ОСАГО, Незаконное нанесение специальных цветографических схем автомобилей оперативных служб",Не пострадал,18.0,Summer,8,Saturday,day,1438-11-13,Dhu Al-Qadah,0,1995-1999,16-20
1381,2448484,ДТП,"В темное время суток, освещение включено","{lat: 43.306918, long: 44.907346}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток равнозначных улиц (дорог) ",Карабулак,610.0,"мкр 1-й, ул Осканова, 129",Ясно,Наезд на препятствие,2017-10-18 23:10:00,С погибшими,1,0,Республика Ингушетия,Сухое,1,Автомобиль,POINT (44.907346 43.306918),,,,,1997.0,MERCEDES,Серый,E-класс,D — полноразмерные автомобили,Водитель,Мужской,"Выезд на полосу встречного движения, Управление ТС в состоянии алкогольного опьянения, Управление ТС лицом, не имеющим права на управление ТС",Скончался,,Fall,10,Wednesday,night,1439-01-28,Muharram,0,1995-1999,
1382,2601884,ДТП с Детьми,"В темное время суток, освещение включено","{lat: 43.299432, long: 44.878839}"," АЗС, Регулируемый перекресток, Школа либо иная детская (в т.ч. дошкольная) организация, Регулируемый пешеходный переход ",Карабулак,700.0,"мкр 1-й, ул Осканова, б н",Ясно,Наезд на велосипедиста,2021-07-26 20:05:00,Тяжёлый,0,1,Республика Ингушетия,"Сухое, Отсутствие дорожных знаков в необходимых местах",2,Дети,POINT (44.878839 43.299432),,,,,2015.0,ВАЗ,Синий, Нива  ВАЗ-2121 и модификации,B — маленькие автомобили,Водитель,Мужской,Выезд на полосу встречного движения,Стационарный раненый,15.0,Summer,7,Monday,evening,1442-12-16,Dhu Al-Hijjah,0,2015-2019,16-20
1383,2449374,ДТП с Детьми,"В темное время суток, освещение включено","{lat: None, long: None}"," Многоквартирные жилые дома, Мост, эстакада, путепровод, АЗС, Остановка общественного транспорта, Объект строительства ",Карабулак,220.0,"г Карабулак, ул Промысловая",Ясно,Столкновение,2015-08-09 21:30:00,С погибшими,2,2,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Отсутствие направляющих устройств и световозвращающих элементов на них, Отсутствие, плохая различимость вертикальной разметки",4,Дети,,,,,,2005.0,ВАЗ,Иные цвета,"ВАЗ 2110, 21101, 21102, 21103, 21108",C — среднеразмерные автомобили,Водитель,Мужской,Uknown,Не пострадал,6.0,Summer,8,Sunday,night,1436-10-24,Shawwal,0,2005-2009,6-10
1384,2448380,ДТП,Светлое время суток,"{lat: 43.342549, long: 44.870031}",Uknown,Карабулак,610.0,"мкр 3-й, тр. Кавказ-Карабулак-Ср. Ачалуки-Гайрбек-Юрт, 15 км",Ясно,Опрокидывание,2019-11-16 16:30:00,Легкий,0,1,Республика Ингушетия,Сухое,1,Автомобиль,POINT (44.870031 43.342549),,,,,2015.0,ВАЗ,Белый,Granta (Гранта),B — маленькие автомобили,Водитель,Мужской,"Превышение установленной скорости движения, Несоблюдение требований ОСАГО",Не пострадал,4.0,Fall,11,Saturday,day,1441-03-19,Rabi Al-Awwal,0,2015-2019,0-5
1385,2448467,ДТП с Детьми,Светлое время суток,"{lat: 43.304725, long: 44.896102}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Нерегулируемый пешеходный переход ",Карабулак,820.0,"мкр 1-й, ул Осканова, 35",Пасмурно,Наезд на пешехода,2018-12-02 15:00:00,Легкий,0,1,Республика Ингушетия,Мокрое,2,Дети,POINT (44.896102 43.304725),Пешеход,Мужской,Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода,Амбулаторный раненый,,,Черный,,C — среднеразмерные автомобили,Водитель,Мужской,Несоблюдение требований ОСАГО,Не пострадал,38.0,Fall,12,Sunday,day,1440-03-24,Rabi Al-Awwal,0,Unknown,31+
1386,2630095,ДТП,"В темное время суток, без освещения","{lat: 43.30777, long: 44.919394}"," Жилые дома индивидуальной застройки, Остановка общественного транспорта ",Карабулак,820.0,"мкр 1-й, ул Промысловая, 5",Ясно,Наезд на пешехода,2021-09-09 20:05:00,Тяжёлый,0,1,Республика Ингушетия,"Неисправное освещение, Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Отсутствие дорожных знаков в необходимых местах",2,Пешеходы,POINT (44.919394 43.30777),Пешеход,Женский,Отсутствие световозвращающих элементов,Стационарный раненый,2014.0,FORD,Белый,Focus,B — маленькие автомобили,Водитель,Мужской,"Несоответствие скорости конкретным условиям движения, Выезд на полосу встречного движения, Несоблюдение требований ОСАГО",Не пострадал,11.0,Summer,9,Thursday,evening,1443-02-02,Safar,0,2010-2014,11-15
1387,2448784,ДТП,Светлое время суток,"{lat: 43.306279, long: 44.916959}"," Многоквартирные жилые дома, Крупный торговый объект (являющийся объектом массового тяготения пешеходов и (или) транспорта), Регулируемый перекресток, Регулируемый пешеходный переход ",Карабулак,140.0,"мкр 1-й, ул Джабагиева, б н",Пасмурно,Столкновение,2019-02-02 12:40:00,Тяжёлый,0,1,Республика Ингушетия,Мокрое,2,Автомобиль,POINT (44.916959 43.306279),,,,,2006.0,ГАЗ,Белый,"ГАЗ 3102, 3102-101, 3102-311",M — минивэны и коммерческие автомобили,Водитель,Мужской,"Выезд на полосу встречного движения, Несоблюдение требований ОСАГО",Не пострадал,25.0,Winter,2,Saturday,day,1440-05-27,Jumada Al-Awwal,0,2005-2009,26-30
1388,2517443,ДТП,"В темное время суток, без освещения","{lat: 43.310612, long: 44.918826}"," Мост, Жилые дома индивидуальной застройки ",Карабулак,200.0,"мкр 1-й, ул Промысловая, б н",Ясно,Столкновение,2020-11-02 17:25:00,С погибшими,1,0,Республика Ингушетия,Сухое,2,Автомобиль,POINT (44.918826 43.310612),,,,,1997.0,OPEL,Белый,Corsa,B — маленькие автомобили,Водитель,Мужской,Несоблюдение требований ОСАГО,Амбулаторный раненый,5.0,Fall,11,Monday,evening,1442-03-16,Rabi Al-Awwal,0,1995-1999,6-10
1389,2448782,ДТП,Светлое время суток,"{lat: 43.306271, long: 44.915886}"," Многоквартирные жилые дома, Выезд с прилегающей территории ",Карабулак,200.0,"мкр 1-й, ул Джабагиева, 15",Ясно,Столкновение,2019-02-20 11:45:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Автомобиль,POINT (44.915886 43.306271),,,,,2013.0,ВАЗ,Белый,Priora,C — среднеразмерные автомобили,Пассажир,Мужской,Uknown,Амбулаторный раненый,,Winter,2,Wednesday,morning,1440-06-15,Jumada Al-Thani,0,2010-2014,
1390,2449116,ДТП,"В темное время суток, без освещения","{lat: 43.299549, long: 44.879094}", Жилые дома индивидуальной застройки ,Карабулак,820.0,"г Карабулак, ул Осканова",Ясно,Наезд на пешехода,2016-11-27 17:20:00,Тяжёлый,0,1,Республика Ингушетия,"Сухое, Отсутствие освещения",2,Пешеходы,POINT (44.879094 43.299549),Пешеход,Мужской,"Пешеход в состоянии алкогольного опьянения, Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода",Стационарный раненый,2008.0,TOYOTA,Черный,Corolla,B — маленькие автомобили,Водитель,Мужской,"Выезд на полосу встречного движения с разворотом, поворотом налево или объездом препятствия",Амбулаторный раненый,52.0,Fall,11,Sunday,evening,1438-02-27,Safar,0,2005-2009,31+
1391,2448932,ДТП,"В темное время суток, освещение включено","{lat: 43.306381, long: 44.91963}"," Многоквартирные жилые дома, Остановка общественного транспорта, Регулируемый перекресток, Регулируемый пешеходный переход ",Карабулак,730.0,"г Карабулак, ул Промысловая, Б Н",Ясно,Наезд на пешехода,2019-05-05 20:30:00,Тяжёлый,0,1,Республика Ингушетия,"Сухое, Отсутствие дорожных знаков в необходимых местах",2,Пешеходы,POINT (44.91963 43.306381),Пешеход,Мужской,Иные нарушения,Стационарный раненый,2011.0,ВАЗ,Черный,ВАЗ 2114 и модификации,B — маленькие автомобили,Водитель,Мужской,Uknown,Не пострадал,10.0,Spring,5,Sunday,evening,1440-08-30,Shaban,0,2010-2014,11-15
1392,2449068,ДТП с Детьми,Сумерки,"{lat: 43.311245, long: 44.918672}"," Жилые дома индивидуальной застройки, Подход к мосту, эстакаде, путепроводу ",Карабулак,810.0,"г Карабулак, ул Промысловая",Ясно,Наезд на пешехода,2016-10-14 16:30:00,Тяжёлый,0,1,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Неудовлетворительное состояние обочин",2,Дети,POINT (44.918672 43.311245),Пешеход,Мужской,"Неожиданный выход из-за ТС, Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода",Стационарный раненый,2002.0,VOLKSWAGEN,Белый,Passat,M — минивэны и коммерческие автомобили,Водитель,Мужской,"Управление ТС лицом, не имеющим права на управление ТС, Другие нарушения ПДД водителем",Не пострадал,,Fall,10,Friday,day,1438-01-13,Muharram,0,2000-2004,
1393,2449167,ДТП с Детьми,Светлое время суток,"{lat: 43.3058, long: 44.913546}", Жилые дома индивидуальной застройки ,Карабулак,200.0,"г Карабулак, ул Джабагиева, 13",Дождь,Столкновение,2016-05-29 17:45:00,Тяжёлый,0,7,Республика Ингушетия,Мокрое,11,Дети,POINT (44.913546 43.3058),,,,,1996.0,MERCEDES,Иные цвета,E-класс,E — автомобили бизнес-класса,Водитель,Мужской,"Превышение установленной скорости движения, Несоблюдение требований ОСАГО",Стационарный раненый,13.0,Spring,5,Sunday,evening,1437-08-22,Shaban,0,1995-1999,11-15
1394,2448945,ДТП,Светлое время суток,"{lat: 43.300118, long: 44.898197}"," Мост, Жилые дома индивидуальной застройки ",Карабулак,200.0,"г Карабулак, ул Кирова, 5",Ясно,Столкновение,2018-04-11 15:50:00,Тяжёлый,0,2,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",3,Автомобиль,POINT (44.898197 43.300118),,,,,2007.0,TOYOTA,Черный,Camry,B — маленькие автомобили,Пассажир,Мужской,Uknown,Амбулаторный раненый,,Spring,4,Wednesday,day,1439-07-25,Rajab,0,2005-2009,
1395,2448949,ДТП,"В темное время суток, освещение включено","{lat: None, long: None}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток равнозначных улиц (дорог) ",Карабулак,500.0,"г Карабулак, ул Осканова, 22",Ясно,Столкновение,2018-04-09 20:50:00,Тяжёлый,0,2,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Недостаточное освещение",3,Автомобиль,,,,,,2005.0,ВАЗ,Синий, Жигули  ВАЗ-2107 модификации,B — маленькие автомобили,Пассажир,Мужской,Нарушение правил применения ремней безопасности пассажиром,Стационарный раненый,,Spring,4,Monday,evening,1439-07-23,Rajab,0,2005-2009,
1396,2449111,ДТП,"В темное время суток, освещение включено","{lat: 43.3055, long: 44.90947}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог) ",Карабулак,300.0,"г Карабулак, ул Джабагиева, 138",Ясно,Столкновение,2016-11-29 20:25:00,Тяжёлый,0,3,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",5,Автомобиль,POINT (44.90947 43.3055),,,,,2012.0,ВАЗ,Иные цвета,Kalina,B — маленькие автомобили,Водитель,Мужской,Нарушение требований дорожных знаков,Не пострадал,7.0,Fall,11,Tuesday,evening,1438-02-29,Safar,0,2010-2014,6-10
1397,2448623,ДТП,Светлое время суток,"{lat: 43.311212, long: 44.918643}"," Мост, Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Объект торговли, общественного питания на автодороге вне НП ",Карабулак,140.0,"г Карабулак, ул Промысловая, 10",Ясно,Столкновение,2017-01-21 13:20:00,Легкий,0,1,Республика Ингушетия,Мокрое,2,Автомобиль,POINT (44.918643 43.311212),,,,,1977.0,ВАЗ,Иные цвета, Жигули  ВАЗ-2106 модификации,B — маленькие автомобили,Водитель,Мужской,"Превышение установленной скорости движения, Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель), Несоблюдение требований ОСАГО, Отказ водителя от прохождения медицинского освидетельствования на состояние опьянения",Не пострадал,14.0,Winter,1,Saturday,day,1438-04-23,Rabi Al-Thani,0,1975-1979,11-15
1398,2449434,ДТП,"В темное время суток, без освещения","{lat: 43.338991, long: 44.895437}",Uknown,Карабулак,70.0,"г Карабулак, тр. Кавказ-Карабулак-Ср. Ачалуки-Гайрбек-Юрт, 13 км",Ясно,Столкновение,2020-06-12 19:53:00,Тяжёлый,0,1,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",2,Автомобиль,POINT (44.895437 43.338991),,,,,2004.0,VOLVO,Синий,Прочие модели Volvo,M — минивэны и коммерческие автомобили,Водитель,Мужской,Несоблюдение требований ОСАГО,Не пострадал,1.0,Spring,6,Friday,evening,1441-10-20,Shawwal,0,2000-2004,0-5
